,movieId,title,genres,extra_metadata
4165,5995,"Pianist, The (2002)",Drama|War,Adrien Brody Thomas Kretschmann Emilia Fox Roman Polanski Roman Polanskithe true story of pianist władysław szpilmans experiences in warsaw during the nazi occupation when the jews of the city find themselves forced into a ghetto szpilman finds work playing in a café and when his family is deported in 1942 he stays behind works for a while as a laborer and eventually goes into hiding in the ruins of the wartorn city
4166,5999,Heavy Metal 2000 (2000),Action|Adventure|Animation|Fantasy|Sci-Fi,Michael Ironside Billy Idolupon discovery of a shard of what could be the locnar a miner named tyler becomes possessed with an insatiable hunger for power and a thirst for immortality on his way to the planet of youth tyler wipes out most of a space colony and kidnaps a beautiful young woman his only mistake is that he doesnt kill her sister julie who then sets out on a mission of rescue and revenge
4167,6001,"King of Comedy, The (1983)",Comedy|Drama,Robert De Niro Jerry Lewis Diahnne Abbott Sandra Bernhard Martin Scorsese Martin Scorseseaspiring comic rupert pupkin attempts to achieve success in show business by stalking his idol a late night talkshow host who craves his own privacy
4168,6002,Love Liza (2002),Drama,Philip Seymour Hoffman Erika Alexander Chris Ellis Kathy Batesfollowing the unexplained suicide of his wife liza website designer wilson joel turns to huffing gasoline fumes and remote control gaming while avoiding an inevitable conflict with his motherinlaw
4169,6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,Sam Rockwell Drew Barrymore George Clooney Julia Roberts Rutger Hauer Maggie Gyllenhaal Krista Allen Michael Cera Rachelle Lefevre Brad Pitt Matt Damon George Clooneytelevision made him famous but his biggest hits happened off screen television producer by day cia assassin by night chuck barris was recruited by the cia at the height of his tv career and trained to become a covert operative or so barris said
4170,6005,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,the comedic stylings of four sortof famous funnymen are brought to the big screen courtesy of this 2002 documentary
4171,6006,Just Married (2003),Comedy|Romance,Ashton Kutcher Brittany Murphy Christian Kane David Rasche Veronica Cartwright Shawn Levytom leezak and sarah mcnerney fall in love and plan to get married despite opposition from sarahs uptight rich family when they do get married and get a chance to prove sarahs family wrong they go on a european honeymoon and run into disaster after disaster they have to decide whether the honeymoon from hell and a few premarital mistakes are worth throwing away their love and marriage
4172,6009,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller,brazilianjapanese gangster mario rescues his chinese girlfriend kei as shes about to be deported from japan desperate to escape he hides in tokyos booming japaneseportuguese community and seeks passage from the country from a russian mobster to meet his price they hold up a bigtime drug deal between the chinese mafia and the local yakuza
4173,6012,"Guy Thing, A (2003)",Comedy|Romance,Jason Lee Selma Blair Julia Stiles Lochlyn Munro James Brolin Julie Hagerty Noel Fisherpaul morse is a good guy when his friends throw him a wild bachelor party he just wants to keep his conscience clean  which is why hes shocked when he wakes up in bed with a beautiful girl named becky and cant remember the night before desperate to keep his fiancée karen from finding out what may or may not be the truth he tells her a teensy lie soon his lies are spiraling out of control and his life is a series of comical misunderstandings
4174,6013,Kangaroo Jack (2003),Action|Comedy,Jerry O'Connell Anthony Anderson Estella Warren Christopher Walken Michael Shannon Marton Csokas Dyan Cannon Frank Welkertwo childhood friends — a new york hairstylist and a wannabe musician — get mixedup with the mob and are forced to deliver 50000 to australia but things go all wrong when the money is lost to a wild kangaroo
4175,6014,National Security (2003),Action|Comedy,Martin Lawrence Steve Zahn Bill Duke Eric Roberts Noel Gugliemi Martin Lawrenceearl montgomery a bombastic police academy reject and hank rafferty a disgraced mildmannered cop cant seem to escape each other they met on opposite sides of the law during a routine traffic stop that escalated out of control now as lowly security guards theyre thrown together to bust a smuggling operation
4176,6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,Alice Bragain the slums of rio two kids paths diverge as one struggles to become a photographer and the other a kingpin
4177,6020,Alice Adams (1935),Comedy|Drama,in the lowermiddleclass adams family father and son are happy to work in a drugstore but mother and daughter alice try every possible socialclimbing stratagem despite snubs and embarrassment when alice finally meets her dream man arthur mother nags father into a risky business venture and plans to impress alices beau with an upscale family dinner will the excruciating results drive arthur away
4178,6021,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller,Dennis Hopper Bruno Ganztom ripley an american who deals in forged art is slighted at an auction in hamburg by picture framer jonathan zimmerman when ripley is asked by gangster raoul minot to kill a rival he suggests zimmerman and the two exploiting zimmermans terminal illness coerce him into being a hitman
4179,6022,American Me (1992),Drama,William Forsythe William Smith Edward James Olmos Edward James Olmosduring his 18 years in folsom prison streetgang leader santana rules over all the drugandmurder activities behind bars upon his release santana goes back to his old neighborhood intending to lead a peaceful crimefree life but his old gang buddies force him back into his old habits
4180,6023,Band of Outsiders (Bande à part) (1964),Comedy|Crime|Drama|Romance,Anna Karina Sami Frey Jean-Luc Godard Jean-Luc Godardcinephile slackers franz and arthur spend their days mimicking the antiheroes of hollywood noirs and westerns while pursuing the lovely odile the misfit trio upends convention at every turn be it through choreographed dances in cafés or frolicsome romps through the louvre eventually their romantic view of outlaws pushes them to plan their own heist but their inexperience may send them out in a blaze of glory  which could be just what they want
4181,6025,CB4 - The Movie (1993),Comedy,Chris Rock Chris Elliott Khandi Alexander Halle Berry Ice Cube Shaquille O'Neal Chris Rock Chris Rocka rockumentary covering the rise to fame of mc gusto stab master arson and dead mike members of the rap group cb4 we soon learn that these three are not what they seem and dont apear to know as much about rap music as they claim but a lack of musical ability in an artist never hurts sales does it youve just got to play the part of a rap star
4182,6027,Dogfight (1991),Drama|Romance,River Phoenix Lili Taylor Elizabeth Daily Brendan Fraser Sandra Ellis Laffertyin the fall of 1963 eddie birdlace is an 18yearold marine corps volunteer who is about to ship out with three of his buddies for a tour of duty in vietnam planning a massive blowout for their last night in san francisco eddie his buddies and a number of other marines set up a contest they call a dogfight
4183,6030,Girls! Girls! Girls! (1962),Comedy|Musical,Stella Stevenswhen he finds out his boss is retiring to arizona a sailor ross carpenter has to find a way to buy the westwind a boat that he and his father built he is also caught between two women insensitive club singer robin and sweet laurel
4184,6031,Imitation of Life (1959),Drama|Romance,Jack Westonin 1940s new york a white widow who dreams of being on broadway has a chance encounter with a black single mother who becomes her maid
4185,6033,Mystery Date (1991),Comedy,Ethan Hawke Teri Polo Fisher Stevens James Hong Victor Wong BD Wongtom mchugh quickly learns that his perfect big brother craig isnt all hes cracked up to be while on a night on the town with the girl next door during which tom is harassed by unpleasant strangers threatened by mobsters pursued by police attacked by an irate florist accused of murder and has his date kidnapped—all because everyone thinks hes craigand the classic 1959 desoto firesweep he borrowed off his brother has two dead bodies in the trunk
4186,6035,Pépé le Moko (1937),Crime|Drama|Romance,pépé le moko one of frances most wanted criminals hides out in the casbah section of algiers he knows police will be waiting for him if he tries to leave the city when pépé meets gaby a gorgeous woman from paris who is lost in the casbah he falls for her
4187,6036,Secret Admirer (1985),Comedy|Romance,C. Thomas Howell Kelly Preston Dee Wallace Leigh Taylor-Young Corey Haimwhen highschool heartthrob michael receives an unsigned love letter his guy friends convince him that its from knockout prom queen deborah anne he then enlists his best friend pretty honor student toni to help him pass his own anonymous letter to debbie but when michaels younger brother snatches and misplaces the original letter as well as the second letter also being mishandled the mysteriously romantic words soon make their way into the hands of the adults in their families touching off a scandalous soap opera of mixedup motives mistaken identities and misled emotions
4188,6039,"Woman in Red, The (1984)",Comedy|Romance,Kelly LeBrock Gene Wilder Gene Wilderwhen a happily married family man who would never consider an affair meets a beautiful woman in red he is totally infatuated and desperate to make her acquaintance however as he tries out various schemes to sneak out to meet her he realizes that adultery is not quite as easy as it looks
4189,6040,Darkness Falls (2003),Horror|Thriller,Emily Browninga vengeful spirit has taken the form of the tooth fairy to exact vengeance on the town that lynched her 150 years earlier her only opposition is the only child now grown up who has survived her before
4190,6041,Amen. (2002),Drama,Mathieu Kassovitzkurt gerstein—a member of the institute for hygiene of the waffenss—is horrified by what he sees in the death camps he is then shocked to learn that the process he used to purify water for his troops by using zyklonb is now used to kill people in gas chambers
4191,6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,documentarians andre heller and othmar schmiderer turn their camera on 81yearold traudl junge who served as adolf hitlers secretary from 1942 to 1945 and allow her to speak about her experiences junge sheds light on life in the third reich and the days leading up to hitlers death in the famed bunker where junge recorded hitlers last will and testament her gripping account is nothing short of mesmerizing
4192,6044,Blind Date (1984),Horror|Thriller,Kirstie Alley Marina Sirtis Valeria Golinoa man goes blind when remembering his lost girlfriend but the doctors cant find anything wrong with his eyes they fit him with an experimental device which allows him to see with the aid of a computer interface and brain electrodes meanwhile a taxi driver is taking young women up to their apartments giving them gas and performing a little fatal amateur surgery on them their paths inevitably converge and the blind man must try to stop the psychopath
4193,6049,Ethan Frome (1993),Drama,Liam Neeson Patricia Arquette Joan Allen Tate Donovan Suzanne Crowleymarried couple ethan and zeena are in need an extra hand around the house due to zeenas debilitated body and constant illness the young woman who joins them is a beautiful spirited person she and ethan fall in love much to the dismay of zeena
4194,6051,"Harder They Come, The (1973)",Action|Crime|Drama,ivanhoe martin arrives in kingston jamaica looking for work and after some initial struggles lands a recording contract as a reggae singer he records his first song the harder they come but after a bitter dispute with a manipulative producer named hilton soon finds himself resorting to petty crime in order to pay the bills he deals marijuana kills some abusive cops and earns local folk hero status meanwhile his record is topping the charts
4195,6055,Sugar Hill (1994),Drama,Wesley Snipes Ernie Hudson Khandi Alexanderin the harlem neighborhood of new york city the mafia steps in when a drug dealer quits his partner brother to lead a straight life with his girlfriend
4196,6057,Biker Boyz (2003),Action|Crime|Drama,Laurence Fishburne Derek Luke Djimon Hounsou Meagan Good Lisa Bonet Salli Richardson-Whitfield Brendan Fehr Terrence Howard Rick Gonzalez Titus Wellivera mythic motorcycle tale of father and son this is the story of manuel galloway also known as the king of cali the president of a motorcycle club whose members are all africanamerican men mostly whitecollar workers who exchange their suits and ties at night and on weekends for leather outfits and motorcycle helmets
4197,6058,Final Destination 2 (2003),Horror|Thriller,A.J. Cook Ali Larter Keegan Connor Tracy Lynda Boyd Justina Machado Tony Todd Noel Fisher Lucie Guestwhen kimberly has a violent premonition of a highway pileup she blocks the freeway keeping a few others meant to die safeor are they the survivors mysteriously start dying and its up to kimberly to stop it before shes next
4198,6059,"Recruit, The (2003)",Action|Thriller,Colin Farrell Al Pacino Bridget Moynahan Gabriel Machta brilliant cia trainee must prove his worth at the farm the agencys secret training grounds where he learns to watch his back and trust no one
4199,6060,"Guru, The (2002)",Comedy|Romance,Heather Graham Marisa Tomei Michael McKean Dash Mihok Christine Baranski Bobby Cannavalebored with bollywood movies but fascinated with their hollywood counterparts from his youth ram dreams to become a singer and actor in america the country where dreams are made he is encouraged when his americanbased close friend vijay rao comes for visit and brags about driving a mercedes and living in a penthouse
4200,6062,Lost in La Mancha (2002),Documentary,Jeff Bridges Johnny Depp Terry Gilliam Orson Wellesfulton and pepes 2000 documentary captures terry gilliams attempt to get the man who killed don quixote off the ground back injuries freakish storms and more zoom in to sabotage the project
4201,6063,May (2002),Drama|Horror,Jeremy Sisto Anna Farisa socially awkward veterinary assistant with a lazy eye and obsession with perfection descends into depravity after developing a crush on a boy with perfect hands
4202,6064,"Harder They Fall, The (1956)",Drama|Film-Noir,Rod Steiger Robert Fullerjobless sportswriter eddie willis is hired by corrupt fight promoter nick benko to promote his current protégé an unknown argentinian boxer named toro moreno although moreno is a hulking giant his chances for success are hampered by a powderpuff punch and a glass jaw exploiting willis reputation for integrity and standing in the boxing community benko arranges a series of fixed fights that propel the unsophisticated moreno to 1 contender for the championship the reigning champ the sadistic buddy brannen harbors resentment at the publicity toro has been receiving and vows to viciously punish him in the ring eddie must now decide whether or not to tell the naive toro the truth
4203,6067,Ordinary Decent Criminal (2000),Comedy|Crime,Kevin Spacey Linda Fiorentino Colin Farrell Stephen Dillane David Hayman Vincent Regan Christoph Waltzmichael lynch is a notorious criminal with two wives and a flair for showmanship hes also a huge embarrassment to the local police who are determined to bring him down once and for all
4204,6070,Tokyo Decadence (Topâzu) (1992),Drama,a submissive hooker goes about her trade suffering abuse at the hands of japanese salarymen and yakuza types shes unhappy about her work and is apparently trying to find some sort of appeasement for the fact that her lover has married
4205,6078,Firefox (1982),Action|Sci-Fi|Thriller,Clint Eastwood Warren Clarke Clint Eastwood Clint Eastwoodthe soviets have developed a revolutionary new jet fighter called firefox worried that the jet will be used as a firststrike weapon—as there are rumours that it is undetectable by radar—the british send exvietnam war pilot mitchell gant on a covert mission into the soviet union to steal the firefox
4206,6086,"I, the Jury (1982)",Crime|Drama|Thriller,Armand Assantejack williams was the best friend of vietnam veteran and detective mike hammer when jack is murdered mike makes it his business to solve the crime he is helped by his secretary velda and partly helped partly hindered by the chief of police pat chambers on the trail of the killer mike discovers government conspiracies and plots used by the cia and the mafia
4207,6090,Kiss Me Goodbye (1982),Comedy,Sally Field James Caan Jeff Bridgesnot until three years after the death of her husband jolly kay dares to move back into their former home persuaded by her new fiancée rupert but soon her worst expectations come true when not only her old memories haunt her but also jollys ghost who doesnt approve of her new mate invisible to anyone but kay he tries to prevent the wedding
4208,6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy,Alan Arkin Jeff Bridges Mia Farrow Angela Lansbury Christopher Leefrom a riddlespeaking butterfly a unicorn learns that she is supposedly the last of her kind all the others having been herded away by the red bull the unicorn sets out to discover the truth behind the butterflys words she is eventually joined on her quest by schmendrick a secondrate magician and molly grue a now middleaged woman who dreamed all her life of seeing a unicorn their journey leads them far from home all the way to the castle of king haggard
4209,6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,Jackie Chan Jackie Chan Jackie Chandragon and his madcap pal cowboy spend their days getting into mischief frustrating the elders chasing girls and competing in the village sport when dragon overhears a fiendish plot by smugglers to sell chinas national treasures overseas the pair leap into action also cowboys wealthy father is kidnapped by the villainous and lethal big boss and the scene is set for a furious martial arts showdown
4210,6100,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance,Woody Allen Mia Farrow Julie Hagerty Mary Steenburgen Woody Allen Woody Allena nutty inventor his frustrated wife a philosopher cousin his much younger fiancée a randy doctor and a freethinking nurse spend a summer weekend in and around a stunning  and possibly magical  country house
4211,6101,Missing (1982),Drama|Mystery|Thriller,Sissy Spacekbased on the reallife experiences of ed horman a conservative american businessman travels to chile to investigate the sudden disappearance of his son after a military takeover accompanied by his sons wife he uncovers a trail of coverups that implicate the us state department which supports the dictatorship
4212,6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,Terry Gilliam John Cleese Eric Idle Terry Gilliam Michael Palin John Cleese Eric Idle Marty Feldmanmonty python perform many of their greatest sketches at the hollywood bowl including several from prepython days
4213,6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,the night of san lorenzo the night of the shooting stars is the night when dreams come true in italian folklore in 1944 a group of italians flee their town after hearing rumours that the nazis plan to blow it up and that the americans are about to arrive to liberate them
4214,6111,Paradise (1982),Adventure|Romance,Phoebe Catesafter their caravan is attacked and their respective families butchered by arab marauders teenagers david and sarah flee across the desert but the desert is filled with danger from the elements animals and the unwholesome appetite of the jackal a sheik who wants sarah for himself however the desert also holds temptation and love david and sarah hide out in an oasis and build a life for themselves discovering each other in new ways
4215,6116,"Pirate Movie, The (1982)",Adventure|Comedy|Musical,a comedymusical utilizing both new songs and parodies from the original gilbert and sullivans pirates of penzance as well as references to popular films of the time including star wars and raiders of the lost ark in your typical boy meets girl boy loses girl boy fights girl with swords plot the story revolves around mabel 
4216,6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy,félix disguised as father christmas hands out leaflets advertising a sexy christmas party his place is taken by an african santa claus and he returns to his caravan only to find his girlfriend josette about to leave him when he comes after her she takes refuge at sos distress run by two neurotics thérèse and pierre
4217,6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,Richard Pryor Richard Pryor Richard Pryorrichard pryors standup act includes his frank discussion about his freebasing addiction as well as the infamous night on june 9 1980 that he caught on fire
4218,6123,Sunless (Sans Soleil) (1983),Documentary,Arielle Dombaslea woman narrates the thoughts of a world traveler meditations on time and memory expressed in words and images from places as farflung as japan guineabissau iceland and san francisco
4219,6124,Savannah Smiles (1982),Comedy,Michael Parks Pat Moritathe young daughter of a politician runs away due to lack of attention she hides in the car of two not too bright crooks who are slowly converted into parent figures as the police web closes down on the supposed kidnappers
4220,6125,"Secret Policeman's Other Ball, The (1982)",Comedy|Documentary|Musical,Rowan Atkinson John Cleese Billy Connolly Barry Humphries John Cleese John Cleesefollowing the success of the 1979 show and the financial benefits accruing to amnesty from the spinoff movie tv special and record albums – cleese lewis and walker planned the next show to be a more spectacular event cleese focused on broadening the comedic talent to be presented at the show in addition to the amnesty show stalwarts drawn from the oxbridgemonty pythonbeyond the fringe orbit he invited newcomers such as rowan atkinson’s colleagues from the bbc tv show not the nine oclock news including pamela stephenson and griff rhys jones comedian victoria wood and regional comic jasper carrott lewis secured a return appearance by billy connolly and a debut appearance by alternative comedian alexei sayle who lewis had recently discovered and was managing building on the success of pete townshends 1979 appearance lewis recruited other rock musicians to perform at the 1981 show including sting phil collins eric clapton jeff beck donovan and bob geldof
4221,6140,Tenebre (1982),Horror|Mystery|Thriller,an american writer in rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book
4222,6141,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),Comedy,while working as a cook for the cosa nostra an asian immigrant who everyone calls bruce because of his resemblance to bruce lee is duped into making deliveries of chinese flour cocaine  all across the us
4223,6143,Trail of the Pink Panther (1982),Comedy|Crime,David Niven Joanna Lumley Robert Loggia Harvey Korman Julie Andrews Denise Crosbythe pink panther diamond is stolen once again from lugash and the authorities call in chief inspector clouseau from france his plane disappears enroute this time famous french tv reporter marie jouvet sets out to solve the mystery and starts to interview everybody connected to clouseau
4224,6145,Venom (1982),Horror|Thriller,Klaus Kinski Oliver Reed Sterling Hayden Susan George Michael Goughinternational terrorists attempt to kidnap a wealthy couples child their plan comes unstuck when a deadly black mamba sent by mistake instead of a harmless snake escapes and the terrorists and several hostages are trapped in the boys london home
4225,6148,White Dog (1982),Drama|Horror|Thriller,a trainer attempts to retrain a vicious dog that’s been raised to kill black people
4226,6153,Zapped! (1982),Comedy|Sci-Fi,Scott Baio Susan Ursittipeyton and barney are fun loving high school students working on a science project with white mice when one of the mice begins to move food toward itself with out touching it barney finds he has accidently discovered a formula for telekinetic powers now how much trouble can a high school boy who can move things with just his mind get into
4227,6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,Kate Hudson Matthew McConaughey Kathryn Hahn Annie Parisse Adam Goldberg Celia Westonit’s the battle of wills as andie kate hudson needs to prove she can dump a guy in 10 days whereas ben matthew mcconaughey needs to prove he can win a girl in 10 days now the clock is ticking  and the wildly entertaining comedy smash is off and running in this irresistible tale of sex lies and outrageous romantic fireworks
4228,6156,Shanghai Knights (2003),Action|Adventure|Comedy,Jackie Chan Owen Wilson Aidan Gillen Donnie Yen Aaron Taylor-Johnson Gemma Jones Barbara Nedeljakova Jackie Chan Jackie Chanthe dynamic duo of chon wang and roy obannon return for another crazy adventure this time theyre in london to avenge the murder of chons father but end up on an even bigger case chons sister is there to do the same but instead unearths a plot to kill the royal family no one believes her though and its up to chon and roy who has romance on his mind to prove her right
4229,6157,Daredevil (2003),Action|Crime,Ben Affleck Jennifer Garner Colin Farrell Michael Clarke Duncan Jon Favreau Ellen Pompeo Joe Pantoliano Erick Avari David Keith Stan Lee Mark Margolis Stan Lee Kevin Feige Kane Hoddera man blinded in a childhood accident fights crime using his superhumanlyelevated remaining senses
4230,6158,"Jungle Book 2, The (2003)",Animation|Children,John Goodman Haley Joel Osment Mae Whitman John Rhys-Davies Jim Cummings Evan Spiliotopoulosmowgli has been living in the manvillage with his little stepbrother ranjan and his best friend shanti but the mancub still has that jungle rhythm in his heart and he misses his old buddies baloo and bagheera when mowgli wanders back to the wild for some swingin fun he soon finds the maneating tiger shere khan is lurking in the shadows and planning his revenge
4231,6159,All the Real Girls (2003),Drama|Romance,Zooey Deschanel Shea Whigham Danny McBride Maurice Compte Patricia Clarksonin a sleepy little mill town in north carolina paul is the town romeo but when his best friends sister returns home from boarding school he finds himself falling for her innocent charm in spite of her lack of experience and the violent protests of her brother the two find themselves in a sweet dreamy and allconsuming love
4232,6162,Gerry (2002),Adventure|Drama,Casey Affleck Matt Damon Matt Damon Matt Damon Casey Affleck Casey Afflecktwo friends named gerry become lost in the desert after taking a wrong turn their attempts to find their way home only lead them into further trouble
4233,6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,Audrey Tautoua talented art student named angélique is passionately in love with dr loïc le garrec a handsome married man whom she believes will leave his wife when he eventually decides to stay in his marriage it causes angélique to spiral however as the story shifts from angéliques perspective to loïcs the surprising truth about their relationship is revealed
4234,6166,Dennis the Menace (1993),Comedy,Christopher Lloyd John Hughes John Hughes Nick Castlemr wilsons everpresent annoyance comes in the form of one mischievous kid named dennis but hell need denniss tricks to uncover a collection of gold coins that go missing when a shady drifter named switchblade sam comes to town
4235,6169,"Black Stallion Returns, The (1983)",Adventure|Children,Teri Garrblack is a stunning fireandsilk stallion celebrated the world over but to his young american owner alec ramsay kelly reno hes much more so when the amazing animal is stolen alec will stop at nothing to get him back alec finally unravels the mystery of blacks theftonly to discover that he must overcome even greater odds to reclaim his beloved horse
4236,6170,"Black Stallion, The (1979)",Adventure|Children|Drama,Teri Garr Francis Ford Coppolawhile traveling with his father young alec becomes fascinated by a mysterious arabian stallion that is brought on board and stabled in the ship he is sailing on when it tragically sinks both he and the horse survive only to be stranded on a deserted island he befriends it so when finally rescued both return to his home where they soon meet henry dailey a once successful trainer together they begin training the horse to race against the fastest ones in the world
4237,6178,"Patch of Blue, A (1965)",Drama|Romance,Shelley Wintersa blind uneducated white girl is befriended by a black man who becomes determined to help her escape her impoverished and abusive home life
4238,6181,"Red Badge of Courage, The (1951)",Drama|War,truncated adaptation of stephen cranes novel about a civil war union soldier who stuggles to find the courage to fight in the heat of battle
4239,6182,"Thrill of It All, The (1963)",Comedy,James Garnera housewifes sudden rise to fame as a soap spokesperson leads to chaos in her home life
4240,6183,Pillow Talk (1959),Comedy|Musical|Romance,Rock Hudsonplayboy songwriter brad allens succession of romances annoys his neighbor interior designer jan morrow who shares a telephone party line with him and hears all his breezy routines after jan unsuccessfully lodges a complaint against him brad sets about to seduce her in the guise of a sincere and upstanding texas rancher when mutual friend jonathan discovers that his best friend is moving in on the girl he desires however sparks fly
4241,6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi,David Bowiethomas jerome newton is an alien who has come to earth in search of water to save his home planet aided by lawyer oliver farnsworth thomas uses his knowledge of advanced technology to create profitable inventions while developing a method to transport water thomas meets marylou a quiet hotel clerk and begins to fall in love with her just as he is ready to leave earth thomas is intercepted by the us government and his entire plan is threatened
4242,6185,Dark Blue (2003),Action|Crime|Drama|Thriller,Kurt Russell Scott Speedman Brendan Gleeson Ving Rhames Dash Mihok Jonathan Banks Lolita Davidovich Khandi Alexander Marin Hinkle David Ayerset during the rodney king riots a robbery homicide investigation triggers a series of events that will cause a corrupt lapd officer to question his tactics
4243,6186,Gods and Generals (2003),Action|Drama|War,Stephen Lang Jeff Daniels Robert Duvall C. Thomas Howell Billy Campbellthe film centers mostly around the personal and professional life of thomas stonewall jackson a brilliant if eccentric confederate general from the outbreak of the american civil war until its halfway point
4244,6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,Kevin Spacey Kate Winslet Laura Linney Rhona Mitra Gabriel Mann Melissa McCarthy Nicolas Cagea man against capital punishment is accused of murdering a fellow activist and is sent to death row
4245,6188,Old School (2003),Comedy,Luke Wilson Vince Vaughn Ellen Pompeo Juliette Lewis Leah Remini Elisha Cuthbert Rick Gonzalez Seann William Scott Sarah Shahi Todd Phillips Noel Gugliemi Snoop Dogg Simon Helberg Rob Corddry Ivan Reitman Todd Phillips Todd Phillips Todd Phillips Todd Phillipsthree friends attempt to recapture their glory days by opening up a fraternity near their alma mater
4246,6192,Open Hearts (Elsker dig for evigt) (2002),Romance,Nikolaj Lie Kaas Mads Mikkelsencecilie and joachim are about to get married when a freak car accident leaves joachim disabled throwing their lives into a spin the driver of the other car marie and her family don’t get off lightly either her husband niels works in the hospital where he meets cecilie and falls madly in love with her
4247,6193,Poolhall Junkies (2002),Comedy|Drama|Thriller,Christopher Walken Rod Steiger Michael Rosenbaum Alison Eastwood Anson Mounta retired pool hustler is forced to pick up the stick again when his brother starts a game he cant finish
4248,6195,Stone Reader (2002),Documentary,filmmaker mark moskowitz finally reads a critically acclaimed novel he bought back in 1972 and discovers that both the book and the author have long since vanished stone reader documents moskowitzs quest to find out why as he solves the mystery the twists and turns of the journey reveal something morethe singular bond literature can create among strangers
4249,6196,Cradle 2 the Grave (2003),Action|Crime|Drama|Thriller,Jet Li Kelly Hu Anthony Anderson Tom Arnold Mark Dacascos Gabrielle Union Daniel Dae Kim Chi McBridegang leader tony pulls off a major diamond heist with his crew but copturnedcriminal ling knows who has the loot and responds by kidnapping tonys daughter and holding her for ransom unfortunately tonys lost the diamonds as well as he frantically searches for his daughter and the jewels tony pairs with a highkicking government agent who once worked with ling and seeks revenge on him
4250,6197,Spider (2002),Drama|Mystery,Ralph Fiennes Miranda Richardson Gabriel Byrne David Cronenberg David Cronenberga mentally disturbed man takes residence in a halfway house his mind gradually slips back into the realm created by his illness where he replays a key part of his childhood
4251,6201,Lady Jane (1986),Drama|Romance,Helena Bonham Carter Cary Elwes Patrick Stewart Joss Acklandthe death of king henry viii throws his kingdom into chaos because of succession disputes his weak son edward is on his deathbed anxious to keep england true to the reformation a scheming minister john dudley marries off his son guildford to lady jane grey whom he places on the throne after edward dies at first hostile to each other guildford and jane fall in love but they cannot withstand the course of power which will lead to their ultimate downfall
4252,6202,Late Marriage (Hatuna Meuheret) (2001),Comedy|Drama|Romance,zaza is a 31year old israeli bachelor handsome and intelligent and his family wants to see him married but tradition dictates that zaza has to choose a young virgin she must be beautiful and from a good family preferably rich zazas parents yasha and lily drag zaza to meet potential brides and their families zaza has no choice he plays along with his family advocates of the suffocating traditions of their georgian jewish heritage but zaza always manages to somehow get out of being engaged what his parents dont know is that zaza is already in love judith is sensuous strong and intriguing shes also a divorcée with a 6yearold daughter so zaza has kept judith a secret from his family he will have to choose between respect of the strict confines of family and tradition or the love of his life
4253,6203,Life Stinks (1991),Comedy,Mel Brooks Lesley Ann Warren Jeffrey Tambor Brian Thompson Mel Brooks Mel Brooks Mel Brooks Mel Brooksa rich businessman makes a bet he can survive on the streets of a rough los angeles neighborhood for 30 days completely penniless during his stay he discovers another side of life and falls in love with a homeless woman
4254,6204,"Meteor Man, The (1993)",Comedy,James Earl Jones Don Cheadle Chris Tucker Wallace Shawn Chris Tucker Faizon Loveone night jefferson reed gets hit in the chest by a soupedup chunk of meteor so he can fly but hes scared of heights he can master the information in any book  for about thirty seconds now his friends and family want him to protect their community from the dreaded golden lords
4255,6210,Volcano High (Whasango) (2001),Action|Comedy,Jang Hyuk Shin Min-akim is expelled from his eighth school and finds himself at volcano high where students fight to possess a treasured ancient document kim who must resist from using his chi is caught in the middle
4256,6212,Bringing Down the House (2003),Comedy,Steve Martin Queen Latifah Eugene Levy Jean Smart Angus T. Jones Missi Pyle Michael Rosenbaum Queen Latifahuptight lawyer peter sanderson wants to dive back into dating after his divorce and has a hard time meeting the right women he tries online dating and lucks out when he starts chatting with a fellow lawyer the two agree to meet in the flesh but the woman he meets  an escaped africanamerican convict named charlene  is not what he expected peter is freaked out but charlene tries to convinces him to take her case and prove her innocence along the way she wreaks havoc on his middleclass life as he gets a lesson in learning to lighten up
